n,counterfactual,eventA,eventB,new_temp,new_label,pos_partition,neg_partition
bbc_20130322_1150,"The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, before he first met Mr Lowe in 2005, he had already called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition. ""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all."" Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage. The last British climbing member of the 1953 team, Mike Westmacott, died last June.",met,called,AFTER,1,"{before, first, met, had, already, called}",
bbc_20130322_1150,"The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and later we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition. ""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all."" Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage. The last British climbing member of the 1953 team, Mike Westmacott, died last June.",pleased,thought,BEFORE,0,"{were, pleased, and, later, thought}",
bbc_20130322_1150,"The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought it would now stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition. ""He was involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all."" Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage. The last British climbing member of the 1953 team, Mike Westmacott, died last June.",stop,thought,EQUAL,2,"{would, now, stop, and, thought}",
bbc_20130322_1150,"The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought it would now stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, called Mr Lowe a “hero” before he met him in 2005. ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition. ""He was involved in two of the most important explorations of the 20th Century... after that he still remained a humble, happy man right to the end... an inspirational lesson to us all."" Before retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage. The last British climbing member of the 1953 team, Mike Westmacott, died last June.",remained,involved,AFTER,1,"{after, that, still, remained, was involved} ",
bbc_20130322_1150,"The last surviving member of the team which first conquered Everest in 1953 has died in a Derbyshire nursing home. George Lowe, 89, died in Ripley on Wednesday after a long-term illness, with his wife Mary by his side. New Zealand-born Mr Lowe was part of the team that helped Sir Edmund Hillary and Tenzing Norgay to the summit in 1953. Family friend and historian Dr Huw Lewis-Jones paid tribute to a ""gentle soul and fine climber"" who shunned the limelight. Mr Lowe also took part in the trans-Antarctic expedition of 1957-58, which made the first successful overland crossing of Antarctica via the South Pole. He later made expeditions to Greenland, Greece and Ethiopia. Speaking to the BBC in 1995, Mr Lowe said of his Antarctic adventure: ""We estimated we could do it in 100 days, and we got across on the 99th day. ""There was a great feeling of euphoria from everyone. It had a multiplying effect. ""We were pleased that England and New Zealand knew about it, and we thought that's where it would stop."" He also talked about his ""second job"" as the group's cameraman, and having to wear four pairs of gloves to work the clockwork camera. ""When there were dramas, there was a split problem. Do you take part in the urgency - or do you record it?"" he said. Dr Lewis-Jones, the former curator at the Scott Polar Research Institute at the University of Cambridge, who first met Mr Lowe in 2005, called him a ""hero"". ""I don't often use that word but then it is not very often that you get to meet one,"" he said. A book of memoirs and photographs from the climb by Mr Lowe, which he worked on with Dr Lewis-Jones, is due to be published in May. He said: ""Lowe was a brilliant, kind fellow who never sought the limelight... and 60 years on from Everest his achievements deserve wider recognition. After retiring in 1984, Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences, and he leaves three sons from a previous marriage and will be involved in two of the most important explorations of the 20th Century... yet remained a humble, happy man right to the end... an inspirational lesson to us all. The last British climbing member of the 1953 team, Mike Westmacott, died last June.",involved,retiring,AFTER,1,"{was, involved, after, retiring",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we will have realised by the end of the next year. "" BP expects the share buyback programme could take between 12 and 18 months to complete ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. While serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",expect,realised,BEFORE,0,"{expect, will, generat, should, also, will, have, realised, by, end, next, year}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares. After returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. While serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",buy,returning,AFTER,1,"{has, said, will, buy, after, returning}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money They can then put it inte another complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. While serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",buy,put,BEFORE,0,"{will, buy, can, then, put}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reconstructing our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete and make it ready for the reshaping ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. While serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",reshaping,expects,AFTER,1,"{reshaping, could, take, expects, make, ready}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts but the plan was already dropped at that time. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. While serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",block,dropped,AFTER,1,"{attempted, to, block, was, already, dropped, that, time}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. While working as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. Before serving again, he eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",serving,fled,AFTER,1,"{before, serving, eventually, fled}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete. ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts after the plan was dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. While serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",dropped,attempted,BEFORE,0,"{after, was, dropped, attempted}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. Before serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",serving,bugged,AFTER,1,"{before, serving, had, bugged}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised while reshaping our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. After serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to continue to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",realised,reshaping,EQUAL,2,"{have, realised, while, reshaping}",
bbc_20130322_332,"Oil giant BP has said it will buy back $8bn of shares, returning to shareholders the money they had put into a complicated Russian venture. It said it ""expected to return to BP shareholders an amount equivalent to the value of the company's original investment in TNK-BP"". BP agreed to sell back its 50% stake in TNK-BP to Russia's Rosneft in October in return for $17.1bn in cash and shares. It invested in TNK-BP in 2003. BP chairman Carl-Henric Svanberg said: ""We expect our stake in Rosneft will generate long-term value for BP and its shareholders. But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our Russian business."" BP expects the share buyback programme could take between 12 and 18 months to complete ""In 2003 BP invested around $8bn in cash, shares and assets in the formation of TNK-BP,"" the oil giant said. ""Over the following decade BP received a total of $19bn in dividends from the joint venture."" Although BP's involvement in the Russian joint venture has been lucrative, relations with its partners have often been fraught with disagreement. In 2011, the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped. As well as internal wrangles, BP employees at TNK-BP have fallen foul of Russian authorities. After serving as head of TNK-BP, Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands, legal action and visa problems. He eventually fled the country in 2008. But the tie-up with Rosneft will keep BP in Russia, allowing it to explore and exploit the country's vast energy resources, including in the Arctic region. And Rosneft benefits from BP's expertise in exploring in difficult and potentially hazardous conditions.",keep,explore,BEFORE,0,"{will, keep, allowing, to, explore}",
bbc_20130322_1600,"Heavy snow is causing disruption to transport across the UK, with heavy rainfall bringing flooding to the south-west of England. Rescuers before searching for another woman trapped in a landslide at her home in Looe, Cornwall, said they had found a body of a male. Over 200,000 Belfast customers were affected by a blackout but power is starting to be restored. Northern Ireland's World Cup qualifier with Russia has been postponed until 15:00 GMT Saturday due to heavy snow. There are 12 flood warnings in the South West, with Met Office warnings for snow covering much of the UK. This comes just over a week before the start of British Summer Time. BBC forecasters said the snow would cause travel disruption across northern parts of the UK on Friday, with some 20cm-40cm (8in-16in) falling in places. Atrocious conditions could be expected on high ground, they said. Roads in northern parts of Wales, the Midlands into the Pennines, southern Scotland and Northern Ireland would be the worst affected, while gale force winds would blow snow and drifts across trans-Pennine routes, they added.",searching,found,AFTER,1,"{before, searching, had, found}",
bbc_20130322_1600,"Heavy snow is causing disruption to transport across the UK, with heavy rainfall bringing flooding to the south-west of England. Rescuers searching for a woman trapped in a landslide at her home in Looe, Cornwall, said they had found a body. Over 200,000 Belfast customers will be affected by a blackout that is starting to be restored. Northern Ireland's World Cup qualifier with Russia has been postponed until 15:00 GMT Saturday due to heavy snow. There are 12 flood warnings in the South West, with Met Office warnings for snow covering much of the UK. This comes just over a week before the start of British Summer Time. BBC forecasters said the snow would cause travel disruption across northern parts of the UK on Friday, with some 20cm-40cm (8in-16in) falling in places. Atrocious conditions could be expected on high ground, they said. Roads in northern parts of Wales, the Midlands into the Pennines, southern Scotland and Northern Ireland would be the worst affected, while gale force winds would blow snow and drifts across trans-Pennine routes, they added.",affected,starting,AFTER,1,"{will, be, affected, that, is, starting}",
bbc_20130322_1600,"Heavy snow is causing disruption to transport across the UK, with heavy rainfall bringing flooding to the south-west of England. Rescuers searching for a woman trapped in a landslide at her home in Looe, Cornwall, said they had found a body. Over 200,000 Belfast customers will be affected by a blackout that is starting to be restored. Northern Ireland's World Cup qualifier with Russia has been postponed until 15:00 GMT Saturday due to heavy snow. There are 12 flood warnings in the South West, with Met Office warnings for snow covering much of the UK. This comes just over a week before the start of British Summer Time. BBC forecasters said the snow would cause travel disruption across northern parts of the UK on Friday, with some 20cm-40cm (8in-16in) falling in places. Atrocious conditions could be expected on high ground, they said. Roads in northern parts of Wales, the Midlands into the Pennines, southern Scotland and Northern Ireland would be the worst affected, while gale force winds would blow snow and drifts across trans-Pennine routes, they added.",affected,restored,AFTER,1,"{will, be, affected, that, is, starting, to, restore}",
bbc_20130322_1600,"Heavy snow is causing disruption to transport across the UK, with heavy rainfall bringing flooding to the south-west of England. Rescuers searching for a woman trapped in a landslide at her home in Looe, Cornwall, said they had found a body. Over 200,000 Belfast customers will be affected by a blackout but power restored before even starting. Northern Ireland's World Cup qualifier with Russia has been postponed until 15:00 GMT Saturday due to heavy snow. There are 12 flood warnings in the South West, with Met Office warnings for snow covering much of the UK. This comes just over a week before the start of British Summer Time. BBC forecasters said the snow would cause travel disruption across northern parts of the UK on Friday, with some 20cm-40cm (8in-16in) falling in places. Atrocious conditions could be expected on high ground, they said. Roads in northern parts of Wales, the Midlands into the Pennines, southern Scotland and Northern Ireland would be the worst affected, while gale force winds would blow snow and drifts across trans-Pennine routes, they added.",starting,restored,AFTER,1,"{before, even, starting, but, restored}",
bbc_20130322_1600,"Heavy snow is causing disruption to transport across the UK, with heavy rainfall bringing flooding to the south-west of England. Rescuers searching for a woman trapped in a landslide at her home in Looe, Cornwall, said they had found a body. Over 200,000 Belfast customers were affected by a blackout but power is starting to be restored. Northern Ireland's World Cup qualifier with Russia has been postponed until 15:00 GMT Saturday due to heavy snow. There are 12 flood warnings in the South West, with Met Office warnings for snow covering much of the UK. This comes just over a week after the start of British Summer Time. BBC forecasters said the snow would cause travel disruption across northern parts of the UK on Friday, with some 20cm-40cm (8in-16in) falling in places. Atrocious conditions could be expected on high ground, they said. Roads in northern parts of Wales, the Midlands into the Pennines, southern Scotland and Northern Ireland would be the worst affected, while gale force winds would blow snow and drifts across trans-Pennine routes, they added.",covering,comes,AFTER,1,"{are, covering, comes, week, after}",
WSJ_20130322_804,"Health insurers are privately warning brokers that premiums for many individuals and small businesses could increase sharply next year because of the health-care overhaul law, after the nation's biggest firm projecting that rates could more than double for some consumers buying their own plans. The projections, made in sessions with brokers and agents, provide some of the most concrete evidence yet of how much insurance companies might increase prices when major provisions of the law kick in next year - a subject of rigorous debate. The projected increases are at odds with what the Obama Administration says consumers should be expecting overall in terms of cost. The Department of Health and Human Services says that the law will ""make health-care coverage more affordable and accessible,"" pointing to a 2009 analysis by the Congressional Budget Office that says average individual premiums, on an apples-to-apples basis, would be lower. The gulf between the pricing talk from some insurers and the government projections suggests how complicated the law's effects will be. Carriers will be filing proposed prices with regulators over the next few months. Part of the murkiness stems from the role of government subsidies. Federal subsidies under the health law will help lower-income consumers defray costs, but they are generally not included in insurers' premium projections. Many consumers will be getting more generous plans because of new requirements in the law. The effects of the law will vary widely, and insurers and other analysts agree that some consumers and small businesses will likely see premiums go down. Starting next year, the law will block insurers from refusing to sell coverage or setting premiums based on people's health histories, and will reduce their ability to set rates based on age. That can raise coverage prices for younger, healthier consumers, while reining them in for older, sicker ones. The rules can also affect small businesses, which sometimes pay premiums tied to employees' health status and claims history.",warning,projecting,AFTER,1,"{are, warning, after, projecting, could}",
